id,x,y,weight,class
0,239.48477,305.0349,449.03516,0.0
1,187.79323,108.4133,406.79025,0.0
2,204.6571,299.38028,482.0109,0.0
3,178.07617,281.80396,485.65942,0.0
4,244.52374,266.93207,414.46567,0.0
5,205.51672,264.5569,355.84958,0.0
6,171.5056,263.45325,475.11145,0.0
7,250.6243,254.23936,288.2868,0.0
8,196.64493,96.31211,520.3878,0.0
9,211.97818,495.64188,468.07645,0.0
10,224.4636,199.38094,422.28925,0.0
11,214.70059,155.05667,521.8102,0.0
12,188.26419,284.54492,253.26648,0.0
13,230.29517,164.53455,476.5868,0.0
14,207.15266,286.80115,323.2943,0.0
15,194.28627,340.0976,457.568,0.0
16,235.25085,242.66783,536.3359,0.0
17,175.65048,359.125,416.61447,0.0
18,196.07823,248.63005,456.78726,0.0
19,242.04256,455.61136,511.2966,0.0
20,193.56735,147.12656,276.94397,0.0
21,181.81328,326.7975,215.19444,0.0
22,211.2162,291.9744,426.67896,0.0
23,235.13312,115.64779,278.46783,0.0
24,229.62988,257.4711,502.38675,0.0
25,176.03532,338.98114,479.84598,0.0
26,191.37907,195.89772,389.49017,0.0
27,210.03973,222.45908,457.82852,0.0
28,179.5599,375.16232,422.8831,0.0
29,164.09648,320.2414,490.86172,0.0
30,163.88014,291.79694,532.5776,0.0
31,242.12488,137.40192,375.92145,0.0
32,227.32483,486.57532,467.89938,0.0
33,217.88824,366.48215,228.11452,0.0
34,174.14186,474.22913,501.5576,0.0
35,232.70554,443.1292,397.93674,0.0
36,253.62433,216.5692,354.53784,0.0
37,183.46931,82.14702,482.99664,0.0
38,187.68124,270.756,430.64496,0.0
39,204.20148,150.72673,422.1787,0.0
40,159.44711,284.93262,513.1422,0.0
41,236.34787,277.15625,425.1868,0.0
42,192.32484,363.25348,495.4573,0.0
43,196.32423,94.47873,510.74667,0.0
44,165.49503,186.42726,465.03738,0.0
45,197.07187,354.984,514.95374,0.0
46,184.85255,136.98856,538.3985,0.0
47,239.75186,366.23846,173.34436,0.0
48,249.03622,337.2458,452.51553,0.0
49,202.59232,334.54776,457.22385,0.0
