id,x,y,weight,class
0,439.4323,481.7168,530.33417,0.0
1,440.07822,504.91727,346.285,0.0
2,363.9391,488.8889,463.63928,0.0
3,369.02362,483.9155,519.26746,0.0
4,449.86426,453.204,119.68074,0.0
5,442.53116,464.8173,425.1799,0.0
6,444.23007,460.51608,472.81345,0.0
7,402.2229,437.3838,324.41,0.0
8,351.15607,505.5521,473.0564,0.0
9,444.77646,441.68497,450.50766,0.0
10,352.5854,480.72247,508.29968,0.0
11,368.63385,503.28906,538.68274,0.0
12,397.89188,438.3893,532.9708,0.0
13,457.42535,492.06598,397.59888,0.0
14,329.93445,462.48416,489.2179,0.0
15,417.2429,493.47107,451.91113,0.0
16,443.69748,478.14847,469.5685,0.0
17,332.9364,480.97546,376.482,0.0
18,398.54242,438.7786,468.72906,0.0
19,409.8397,422.6587,493.206,0.0
20,380.36258,549.7731,493.43546,0.0
21,342.77386,522.2462,251.17188,0.0
22,403.86115,520.96344,467.97314,0.0
23,387.1185,510.25104,344.61575,0.0
24,391.68896,544.56067,434.93237,0.0
25,355.41748,427.49673,513.15454,0.0
26,423.04132,514.17413,421.64114,0.0
27,364.49072,426.4763,456.75223,0.0
28,393.27097,550.0,480.59006,0.0
29,350.18405,463.0005,458.8229,0.0
30,401.375,497.65375,510.57886,0.0
31,382.877,467.50424,465.26547,0.0
32,409.73868,442.47107,504.4356,0.0
33,391.0406,418.52838,504.53012,0.0
34,408.78503,500.76263,411.8517,0.0
35,352.41217,513.7279,518.5661,0.0
36,398.85657,528.03186,363.49683,0.0
37,363.1396,533.0333,256.59433,0.0
38,411.16492,425.56787,320.06015,0.0
39,389.0672,461.8792,472.5727,0.0
40,450.98984,471.36856,340.88855,0.0
41,413.50385,544.15454,440.54663,0.0
42,408.5456,481.7233,435.58365,0.0
43,352.9402,461.76904,309.91345,0.0
44,362.513,512.91284,313.7304,0.0
45,409.9479,525.4812,406.86163,0.0
46,428.16132,469.25012,298.81943,0.0
47,372.73248,435.53336,305.48666,0.0
48,391.48474,485.357,522.17975,0.0
49,416.8901,432.55975,401.03918,0.0
50,401.963,442.89868,329.65234,0.0
51,378.3952,542.02026,360.57037,0.0
52,333.6985,506.04324,344.58035,0.0
53,447.6047,477.04587,510.01373,0.0
54,362.73053,520.7058,440.44656,0.0
55,360.37738,539.43604,511.81638,0.0
56,353.00494,503.78757,436.40497,0.0
57,421.0564,522.5973,465.00848,0.0
58,434.42575,478.1578,514.6759,0.0
59,450.11826,481.0483,430.39276,0.0
60,455.97614,513.78485,430.71204,0.0
61,342.72705,437.74603,466.11865,0.0
