id,x,y,weight,class
0,188.95374,75.94331,482.07333,0.0
1,489.3253,382.87003,468.29688,0.0
2,407.29587,447.32397,530.77655,0.0
3,280.2909,391.041,470.33902,0.0
4,470.95148,409.06244,401.3913,0.0
5,444.2673,438.10504,501.76877,0.0
6,202.69553,314.7598,398.57343,0.0
7,281.3374,80.90162,448.62445,0.0
8,181.36633,152.57483,515.14166,0.0
9,196.4429,122.135124,430.56882,0.0
10,175.6243,173.87622,361.45175,0.0
11,185.63466,183.70676,479.05377,0.0
12,191.86098,272.84744,317.89542,0.0
13,395.92102,469.41333,424.44653,0.0
14,308.99408,416.95517,449.44907,0.0
15,165.1262,260.8778,463.331,0.0
16,198.89563,310.13855,534.00244,0.0
17,197.25568,81.82359,467.10275,0.0
18,242.22581,82.256996,458.9214,0.0
19,278.88068,64.21852,456.27527,0.0
20,440.2684,439.41858,317.42178,0.0
21,311.71426,441.30792,241.6205,0.0
22,226.40746,298.35193,490.93802,0.0
23,185.95471,158.75456,479.8044,0.0
24,173.5889,264.78564,485.28433,0.0
25,386.01187,418.0081,479.57684,0.0
26,437.49316,454.99115,373.2858,0.0
27,201.49521,106.69037,444.00803,0.0
28,166.27539,240.19951,484.63364,0.0
29,246.04858,343.75082,442.74316,0.0
30,161.33772,189.19852,503.246,0.0
31,182.83212,265.7931,158.1538,0.0
32,186.68463,222.1174,405.39716,0.0
33,201.69221,324.2679,487.51553,0.0
34,194.93295,113.25923,513.2593,0.0
35,163.95912,253.39665,498.1482,0.0
36,229.36188,103.09707,452.32907,0.0
37,162.10782,154.04657,420.58844,0.0
38,204.2551,130.66486,448.80853,0.0
39,326.5725,397.9329,392.495,0.0
40,375.87152,459.4458,291.14783,0.0
41,163.44705,121.26407,406.27438,0.0
42,337.82727,447.16452,450.99323,0.0
43,357.38058,427.66583,451.53317,0.0
44,179.53735,140.21056,441.85928,0.0
45,186.50005,99.47958,416.97467,0.0
46,460.63794,330.547,429.22668,0.0
47,204.64313,301.1511,450.90454,0.0
48,321.8437,432.83148,506.97092,0.0
49,488.52887,382.97614,463.88754,0.0
50,211.2406,295.1817,501.40558,0.0
51,482.14676,321.56808,509.35938,0.0
52,269.562,384.6109,514.83826,0.0
53,386.71155,437.39642,438.68793,0.0
54,470.10202,315.92484,429.56583,0.0
55,175.57271,167.00125,468.29053,0.0
56,214.66586,274.47253,449.72464,0.0
57,190.92912,147.77776,417.11032,0.0
58,180.98627,165.6144,494.89822,0.0
59,460.566,329.99,462.42438,0.0
60,469.73773,417.277,359.91367,0.0
61,384.6205,424.83572,506.53067,0.0
62,216.3713,91.901474,502.0513,0.0
63,484.264,375.84717,404.23187,0.0
64,483.18582,385.42014,538.1267,0.0
65,280.7603,374.35965,506.2445,0.0
66,352.41907,424.84058,393.02618,0.0
67,467.67163,394.42508,482.23215,0.0
68,174.2444,149.36282,489.93243,0.0
69,344.03082,433.90924,505.098,0.0
70,233.88617,305.56506,522.3529,0.0
71,395.25262,427.3785,540.8849,0.0
72,185.27145,98.23213,500.19662,0.0
73,174.72816,253.82883,493.19888,0.0
74,477.6507,314.1264,409.95337,0.0
75,399.28522,433.43582,420.47388,0.0
76,206.85521,125.05797,488.08417,0.0
77,194.61292,123.2771,447.1212,0.0
78,242.77014,323.13983,500.6211,0.0
79,263.21808,382.88153,464.94467,0.0
80,183.93913,180.50812,508.7815,0.0
81,198.2173,115.762024,442.36554,0.0
82,457.77588,380.4309,379.7328,0.0
83,465.19702,415.80716,345.561,0.0
84,464.29794,379.9823,444.0018,0.0
85,406.05786,437.58014,502.54904,0.0
86,168.21059,176.4772,482.94827,0.0
87,229.4437,335.38593,490.00824,0.0
88,239.12457,350.7094,506.8944,0.0
89,492.78235,343.86234,483.68607,0.0
90,376.8108,418.84515,536.78094,0.0
91,421.0029,430.79053,512.1378,0.0
92,264.90564,404.33505,390.08035,0.0
93,271.20593,60.600426,508.0527,0.0
94,412.10208,455.44156,429.3365,0.0
95,256.67322,393.8311,419.982,0.0
96,439.8298,452.5866,449.8997,0.0
97,390.04596,455.41614,268.0538,0.0
98,150.0,182.13504,245.672,0.0
99,490.86298,355.84113,449.3591,0.0
100,201.37961,85.588394,307.2154,0.0
101,307.42017,392.84125,365.47794,0.0
102,158.05632,201.6507,400.28717,0.0
103,235.1416,314.75314,455.1541,0.0
104,310.29263,416.20776,483.3909,0.0
105,165.86404,171.0055,445.15543,0.0
106,158.4657,222.02283,497.3757,0.0
107,160.04214,229.2585,359.91776,0.0
108,292.72418,90.46794,475.7697,0.0
109,469.92285,327.75385,444.8636,0.0
110,379.69122,436.59143,504.9551,0.0
111,174.55847,205.29791,433.2828,0.0
112,266.07574,401.48618,453.12878,0.0
113,334.97366,451.9804,343.9598,0.0
114,173.6539,144.41666,508.0571,0.0
115,178.01549,169.0555,429.56042,0.0
116,335.6068,406.5263,360.95438,0.0
117,171.03793,203.7686,538.1289,0.0
118,244.81897,90.92981,389.73624,0.0
119,190.46915,175.06367,353.69208,0.0
120,373.95172,461.0454,520.0521,0.0
121,292.4572,428.22778,449.89987,0.0
122,452.13602,363.99448,540.40295,0.0
123,230.61575,344.89645,453.8283,0.0
124,488.95862,358.35425,520.4617,0.0
125,186.35315,291.80185,470.49323,0.0
126,199.48859,325.41415,486.78848,0.0
127,200.29788,317.93604,527.03,0.0
128,378.64728,447.4622,537.6964,0.0
129,152.17732,154.67032,365.68542,0.0
