id,x,y,weight,class
0,257.6743,198.98885,530.26086,0.0
1,172.36555,318.3409,344.73352,0.0
2,421.13492,55.657146,428.59128,0.0
3,345.89365,93.9359,469.06635,0.0
4,186.81349,305.84204,505.159,0.0
5,329.44498,188.17546,441.5438,0.0
6,186.75064,273.8822,443.93597,0.0
7,230.69287,300.55115,461.1933,0.0
8,268.06824,178.101,478.18335,0.0
9,215.2779,269.47687,208.99774,0.0
10,308.89633,110.94632,150.6083,0.0
11,309.35126,145.4957,532.4159,0.0
12,389.6408,129.2341,438.65765,0.0
13,324.97357,197.15677,443.00443,0.0
14,279.25006,230.09859,404.65976,0.0
15,296.60205,154.2623,476.9148,0.0
16,401.22226,110.75148,365.36182,0.0
17,424.46765,67.3186,401.04187,0.0
18,364.01196,163.35413,471.71997,0.0
19,263.8763,242.02216,175.0474,0.0
20,371.29926,96.07974,273.9792,0.0
21,175.96088,268.26044,440.38376,0.0
22,232.44319,307.38086,316.85498,0.0
23,171.85527,323.40152,407.61694,0.0
24,343.47833,167.40378,467.0079,0.0
25,201.00441,309.7684,413.50916,0.0
26,231.64307,261.6922,321.76266,0.0
27,395.40762,147.42056,519.26337,0.0
28,385.36728,127.111534,315.85214,0.0
29,252.33057,212.55609,526.28766,0.0
30,208.11816,230.35576,320.28586,0.0
31,265.54596,165.94998,517.47815,0.0
32,320.10913,147.05006,336.28488,0.0
33,205.56683,220.85019,391.9448,0.0
34,281.70947,213.73077,421.80276,0.0
35,288.10193,216.08076,503.49435,0.0
36,329.14014,98.35466,537.0458,0.0
37,336.56622,130.9975,412.61752,0.0
38,370.08643,165.76363,397.57837,0.0
39,309.38782,175.45624,482.06955,0.0
40,311.32666,243.4618,413.8843,0.0
41,368.99835,148.90202,473.46042,0.0
42,265.1023,211.37012,273.97888,0.0
43,237.30106,208.33644,318.38565,0.0
44,385.32697,65.60553,224.76483,0.0
45,166.1926,287.54504,488.96393,0.0
46,300.01447,210.75803,520.86456,0.0
47,372.20068,159.471,492.02188,0.0
48,346.36267,81.46324,504.69327,0.0
49,212.08214,232.19281,418.52945,0.0
50,240.91235,253.93585,363.76978,0.0
51,407.46738,100.98236,447.2301,0.0
52,260.4733,279.5804,118.76058,0.0
53,356.826,116.61765,463.74234,0.0
54,366.83344,109.92397,386.7677,0.0
55,267.04114,198.2471,492.02625,0.0
56,387.46368,139.4035,510.28848,0.0
57,324.68182,208.00632,536.3821,0.0
58,240.8204,280.8592,439.73178,0.0
59,379.93817,126.41722,539.4408,0.0
