id,x,y,weight,class
0,440.21384,398.95218,516.57275,0.6101753
1,323.09363,472.42114,517.49146,0.5591224
2,505.17438,225.92314,535.26,0.5901024
3,196.95258,323.9633,520.41064,0.30324286
4,573.9003,384.04974,260.6406,0.783454
5,275.36365,160.16702,307.69385,0.20032994
6,313.6577,255.57089,507.14877,0.32754785
7,187.3713,260.51248,353.90674,0.22070411
8,537.9159,123.974014,526.2971,0.6121444
9,345.2307,338.4624,459.20547,0.4408566
10,242.90015,245.5276,438.3616,0.24019027
11,361.8567,236.5489,518.1929,0.37706828
12,215.9388,338.89508,367.36057,0.33002368
13,337.8615,233.40683,507.43268,0.34120026
14,289.79504,315.96524,386.40244,0.3593439
15,556.4916,547.45593,527.56116,0.88429034
16,418.96124,182.83449,414.66132,0.4331869
17,644.75305,119.782875,470.26132,0.79221994
18,494.53622,280.208,498.277,0.60113674
19,555.7607,183.29385,323.6392,0.65656716
20,269.6129,69.65048,490.1366,0.14956877
21,366.9986,518.6978,419.4006,0.64783686
22,248.29308,252.22305,381.02255,0.25234392
23,528.8081,417.68668,414.50217,0.74272937
24,398.7514,225.31795,479.9695,0.42390016
25,563.25665,135.79535,500.62735,0.65710986
26,340.20612,421.02664,381.419,0.518459
27,419.74316,137.06604,493.70975,0.417316
28,234.32397,351.2302,494.14243,0.35501632
29,152.46568,99.18199,453.901,0.007511025
30,568.5252,265.83398,394.48596,0.70914376
31,396.05127,144.32648,455.66193,0.38066563
32,496.5104,150.48685,480.19904,0.5486866
33,385.58667,175.35484,366.914,0.37666878
34,278.74237,88.9483,513.45526,0.16926
35,544.7274,240.9469,503.54962,0.6600022
36,304.27808,379.3362,415.31906,0.4403962
37,219.67972,144.73096,416.10175,0.114117466
38,494.60516,61.45801,325.76556,0.53165734
39,562.0089,151.55598,478.54855,0.65841115
40,286.43774,494.4974,420.75955,0.5576317
41,236.92572,432.55292,503.76318,0.4547458
42,446.758,138.64572,542.6763,0.46261317
43,185.0325,296.77148,390.5239,0.26510698
44,535.36115,465.68878,226.8506,0.7888818
45,580.3092,260.43542,388.75735,0.72550905
46,338.38055,68.83305,358.60184,0.2661076
47,567.82355,336.33224,454.7862,0.74495405
48,375.25824,210.61395,533.4724,0.3797331
49,557.5618,416.9285,205.46512,0.7823205
