id,x,y,weight,class
0,306.36774,340.95538,519.26953,0.0
1,311.62915,308.60373,410.35486,0.0
2,169.9149,320.71378,544.2768,0.0
3,319.24893,336.42865,531.3819,0.0
4,234.93167,208.2021,323.73697,0.0
5,252.80006,393.14008,393.9344,0.0
6,170.3984,295.20355,453.5499,0.0
7,295.58063,422.8639,423.60873,0.0
8,263.59283,99.64211,456.55545,0.0
9,249.3128,492.1599,469.43005,0.0
10,255.50458,403.80157,461.7438,0.0
11,221.60315,55.242165,411.6457,0.0
12,165.05461,426.42206,379.4413,0.0
13,219.05112,169.4826,494.91095,0.0
14,310.52026,378.56265,543.35046,0.0
15,188.76741,184.0811,326.93393,0.0
16,157.50122,367.76074,398.0833,0.0
17,161.14174,334.48032,416.3781,0.0
18,183.47253,232.3973,447.01013,0.0
19,281.38214,472.39636,485.00708,0.0
20,166.94214,408.4687,483.8794,0.0
21,319.61502,355.56198,495.27014,0.0
22,265.6516,308.08887,256.8405,0.0
23,203.67363,148.28421,508.57132,0.0
24,238.11154,108.48929,360.30017,0.0
25,248.7323,532.8489,455.9346,0.0
26,169.71677,290.7512,451.7839,0.0
27,175.80743,431.09366,537.2106,0.0
28,210.71173,223.83261,445.8105,0.0
29,246.0661,72.159,342.75812,0.0
30,175.9974,125.759186,444.922,0.0
31,245.35593,427.07043,521.733,0.0
32,308.94504,338.464,508.21628,0.0
33,190.94928,159.92102,527.84827,0.0
34,264.92188,392.95578,540.6648,0.0
35,242.7362,305.0973,501.28165,0.0
36,159.48495,239.51326,507.27927,0.0
37,160.60931,183.09854,498.49316,0.0
38,178.53072,484.65457,511.75354,0.0
39,201.92389,438.24457,410.4905,0.0
40,219.13593,208.21939,532.29553,0.0
41,246.80806,262.0326,477.19888,0.0
42,256.01498,206.06635,544.2772,0.0
43,150.42152,394.10498,294.14667,0.0
44,240.06757,305.2133,409.90857,0.0
45,303.5996,328.21927,493.3992,0.0
46,209.38107,136.2402,375.97098,0.0
47,307.17,436.41708,508.35672,0.0
48,288.92004,300.41528,457.09744,0.0
49,295.10202,336.55072,249.13724,0.0
