id,x,y,weight,class
0,204.16997,178.72554,490.21436,0.0
1,172.02956,364.33932,523.16626,0.0
2,249.86624,350.3828,337.86646,0.0
3,150.0,349.61337,393.65714,0.0
4,216.5123,225.79086,373.69153,0.0
5,178.18793,168.06998,517.70374,0.0
6,179.14462,112.77298,244.30545,0.0
7,215.60916,282.86652,483.30057,0.0
8,169.67079,472.3549,481.5485,0.0
9,164.15254,134.34355,441.82742,0.0
10,236.68977,326.4544,286.58447,0.0
11,242.33916,136.83377,330.49234,0.0
12,246.63535,387.39905,435.39633,0.0
13,201.52333,307.9835,366.03537,0.0
14,190.33398,539.23126,445.3795,0.0
15,178.3881,427.64462,354.56183,0.0
16,231.98932,155.87549,449.1294,0.0
17,189.58368,351.77817,392.59726,0.0
18,234.21152,136.68205,353.60382,0.0
19,197.56235,81.60292,418.05768,0.0
20,177.10942,457.1187,510.0345,0.0
21,173.61707,233.63922,262.6032,0.0
22,165.25201,419.97824,447.32446,0.0
23,184.43863,532.66534,502.5121,0.0
24,185.1742,133.67892,405.5917,0.0
25,214.83478,100.170364,456.13342,0.0
26,226.84894,178.41669,325.54877,0.0
27,160.38242,394.38147,473.10892,0.0
28,246.7913,292.92105,516.3606,0.0
29,225.52835,247.90198,390.5988,0.0
30,153.85938,282.9796,387.77264,0.0
31,229.67169,213.66544,391.66776,0.0
32,205.676,494.67834,518.29846,0.0
33,217.65523,73.65808,501.4088,0.0
34,214.06587,101.65956,233.31879,0.0
35,193.76505,210.75047,477.30722,0.0
36,190.91048,97.96427,550.0,0.0
37,232.4448,252.92645,442.2406,0.0
38,234.19525,159.82721,506.4406,0.0
39,187.7929,450.5554,298.23633,0.0
40,220.4935,523.7195,441.3335,0.0
41,169.11758,177.05997,225.96756,0.0
42,253.88077,257.10162,475.88824,0.0
43,178.6271,119.50723,460.62518,0.0
44,228.46207,323.8457,530.0483,0.0
45,238.6218,174.11758,480.31903,0.0
46,227.84988,235.2305,535.7849,0.0
47,212.81125,206.71321,490.04852,0.0
48,207.15953,428.30377,315.52658,0.0
49,254.10812,342.05188,421.01114,0.0
50,191.12154,265.6724,512.20435,0.0
51,190.97565,72.21581,163.9032,0.0
52,251.08206,251.24971,470.65793,0.0
53,205.9111,187.05386,269.24744,0.0
